state,year,quarter,district,count,amount
Gujarat,2022,2,Vadodara,16566055,24927078678.274376
Gujarat,2022,2,Gandhinagar,10158506,16650584409.353096
Gujarat,2022,2,Banas Kantha,9732655,20605533611.378273
Gujarat,2022,2,Bharuch,8898927,13524403306.877403
Gujarat,2022,2,Valsad,8033358,12554813235.049372
Gujarat,2022,2,Kachchh,7934471,15334005512.230762
Gujarat,2022,2,Mahesana,6831581,13686497405.843655
Gujarat,2022,2,Rajkot,6063252,12629937169.82262
Gujarat,2022,3,Ahmadabad,117574996,184255244712.72235
Gujarat,2022,3,Surat,46500453,78304481289.11215
Gujarat,2022,3,Vadodara,23318716,32733106034.5252
Gujarat,2022,3,Bharuch,11270803,15949022077.719543
Gujarat,2022,3,Banas Kantha,11035119,22401495021.82648
Gujarat,2022,3,Gandhinagar,10879868,17098915693.488312
Gujarat,2022,3,Valsad,9633288,13905599408.86188
Gujarat,2022,3,Kachchh,9375781,16533683640.30562
Gujarat,2022,3,Rajkot,8053297,15206611341.200827
Gujarat,2022,3,Mahesana,6403784,12429803356.66823
Gujarat,2022,4,Ahmadabad,133174553,212037117715.34888
Gujarat,2022,4,Surat,52037142,85923991746.92255
Gujarat,2022,4,Vadodara,20968443,30304178848.49663
Gujarat,2022,4,Bharuch,15879527,22486941029.828552
Gujarat,2022,4,Banas Kantha,12352158,25179922289.863693
Gujarat,2022,4,Gandhinagar,12010565,19015449813.738018
Gujarat,2022,4,Valsad,11103340,15842261457.57137
Gujarat,2022,4,Kachchh,9617702,17113433243.309341
Gujarat,2022,4,Rajkot,9260831,17834314868.93695
Gujarat,2022,4,Mahesana,7160396,14173625244.242262
Gujarat,2023,1,Ahmadabad,88124113,144675922269.0
Gujarat,2023,1,Surat,59319420,95572900783.0
Gujarat,2023,1,Vadodara,25446746,33703262986.0
Gujarat,2023,1,Banas Kantha,20363171,39328998688.0
Gujarat,2023,1,Gandhinagar,19462874,28898357911.0
Gujarat,2023,1,Bharuch,17611455,23420620380.0
Gujarat,2023,1,Kachchh,15804575,26116703929.0
Gujarat,2023,1,Valsad,15422170,21497483690.0
Gujarat,2023,1,Mahesana,11768050,21693083051.0
Gujarat,2023,1,Rajkot,10331784,19918564828.0
Gujarat,2023,2,Ahmadabad,100889578,156288216607.0
Gujarat,2023,2,Surat,68998170,102075692702.0
Gujarat,2023,2,Vadodara,28126951,36036104419.0
Gujarat,2023,2,Banas Kantha,23444277,42180609726.0
Gujarat,2023,2,Gandhinagar,22421756,31572312133.0
Gujarat,2023,2,Bharuch,20492081,25552850416.0
Gujarat,2023,2,Kachchh,18170694,27688475605.0
Gujarat,2023,2,Valsad,17817488,23874686294.0
Gujarat,2023,2,Mahesana,13635469,23684515815.0
Gujarat,2023,2,Rajkot,11886801,21473977466.0
Gujarat,2023,3,Ahmadabad,116119081,173450994467.0
Gujarat,2023,3,Surat,79742341,109145690441.0
Gujarat,2023,3,Vadodara,32705182,39197795542.0
Gujarat,2023,3,Banas Kantha,27740530,49573677952.0
Gujarat,2023,3,Gandhinagar,26278985,35649946527.0
Gujarat,2023,3,Bharuch,23411273,27245590670.0
Gujarat,2023,3,Kachchh,21522506,30415694275.0
Gujarat,2023,3,Valsad,20283176,25031461480.0
Gujarat,2023,3,Mahesana,15541817,26723975165.0
Gujarat,2023,3,Rajkot,13691028,24000712020.0
Gujarat,2023,4,Ahmadabad,125267617,190761203190.0
Gujarat,2023,4,Surat,89306058,121540678231.0
Gujarat,2023,4,Vadodara,35268395,42648582739.0
Gujarat,2023,4,Banas Kantha,32777092,56428699466.0
Gujarat,2023,4,Gandhinagar,28600724,39542236594.0
Gujarat,2023,4,Bharuch,26006725,30590024824.0
Gujarat,2023,4,Kachchh,24314313,34220033958.0
Gujarat,2023,4,Valsad,23727240,28875069638.0
Gujarat,2023,4,Mahesana,17716518,30965776190.0
Gujarat,2023,4,Rajkot,15005682,26723191144.0
Gujarat,2024,1,Ahmadabad,138618973,202027350496.0
Gujarat,2024,1,Surat,105034339,136364429380.0
Gujarat,2024,1,Banas Kantha,40367961,67017735019.0
Gujarat,2024,1,Vadodara,38154382,44730428533.0
Gujarat,2024,1,Gandhinagar,31981660,42996191408.0
Gujarat,2024,1,Bharuch,29731992,33628152386.0
Gujarat,2024,1,Kachchh,28520642,38337066197.0
Gujarat,2024,1,Valsad,26915777,31771393972.0
Gujarat,2024,1,Mahesana,19982002,34099763013.0
Gujarat,2024,1,Rajkot,17046652,29191655098.0
Gujarat,2024,2,Ahmadabad,157085451,209800128254.0
Gujarat,2024,2,Surat,116817747,138377829482.0
Gujarat,2024,2,Banas Kantha,47187704,71695240350.0
Gujarat,2024,2,Vadodara,42177608,46214118784.0
Gujarat,2024,2,Gandhinagar,36066761,45071516523.0
Gujarat,2024,2,Bharuch,33352178,34697652641.0
Gujarat,2024,2,Kachchh,33288260,40535534738.0
Gujarat,2024,2,Valsad,30477361,33612898778.0
Gujarat,2024,2,Mahesana,22895995,35987441959.0
Gujarat,2024,2,Rajkot,19838801,30859975152.0
Gujarat,2024,3,Ahmedabad,173598033,226309319538.0
Gujarat,2024,3,Surat,131338915,149408679144.0
Gujarat,2024,3,Banaskantha,49846225,75213400856.0
Gujarat,2024,3,Vadodara,45764067,48606072456.0
Gujarat,2024,3,Gandhinagar,40305705,49400488875.0
Gujarat,2024,3,Kachchh,37883930,43061801145.0
Gujarat,2024,3,Bharuch,36481569,36531930277.0
Gujarat,2024,3,Valsad,33155208,34776885282.0
Gujarat,2024,3,Mahesana,24924833,38776611681.0
Gujarat,2024,3,Rajkot,22375781,33430322107.0
Gujarat,2024,4,Ahmedabad,185220314,246066833488.0
Gujarat,2024,4,Surat,142200579,163867793231.0
Gujarat,2024,4,Banaskantha,55387961,86320299442.0
Gujarat,2024,4,Vadodara,50127445,53696544402.0
Gujarat,2024,4,Gandhinagar,43453209,54071233174.0
Gujarat,2024,4,Kachchh,41623911,48516542347.0
Gujarat,2024,4,Bharuch,39338070,40222070451.0
Gujarat,2024,4,Valsad,37119274,38976655683.0
Gujarat,2024,4,Mahesana,27610047,43655175627.0
Gujarat,2024,4,Rajkot,24338833,36861548184.0
Haryana,2018,1,Gurugram,1408070,2317083393.896097
Haryana,2018,1,Faridabad,521939,772738359.1903924
Haryana,2018,1,Hisar,240517,355732765.75367296
Haryana,2018,1,Rewari,199418,280095218.8487885
Haryana,2018,1,Panipat,183960,263054774.74491566
Haryana,2018,1,Sonipat,178766,279804665.74758285
Haryana,2018,1,Karnal,169313,247718779.0667546
Haryana,2018,1,Sirsa,164867,164313975.8712107
Haryana,2018,1,Bhiwani,125150,190361119.40027064
Haryana,2018,1,Rohtak,121728,215207976.23801103
Haryana,2018,2,Gurugram,1893511,3604758914.7352195
Haryana,2018,2,Faridabad,698865,1211325239.4669201
Haryana,2018,2,Hisar,320500,627894549.2713584
Haryana,2018,2,Panipat,265754,440169913.37038267
Haryana,2018,2,Rewari,263194,453157049.1288283
Haryana,2018,2,Sonipat,253130,475518495.4836759
Haryana,2018,2,Sirsa,234948,288080253.195745
Haryana,2018,2,Karnal,224254,430353501.61753666
Haryana,2018,2,Ambala,180500,352994750.8908926
Haryana,2018,2,Rohtak,179677,372787270.2835766
Haryana,2018,3,Gurugram,2877059,5115393851.988528
Haryana,2018,3,Faridabad,1058983,1722572594.332482
Haryana,2018,3,Hisar,390428,961080725.8344724
Haryana,2018,3,Rewari,350599,643047741.7898456
Haryana,2018,3,Panipat,331409,660571357.2553346
Haryana,2018,3,Sonipat,315829,689899150.946893
Haryana,2018,3,Karnal,282956,594890203.9680781
Haryana,2018,3,Rohtak,242013,568546327.48272
Haryana,2018,3,Ambala,233248,522223540.2280037
Haryana,2018,3,Sirsa,222321,409263123.8749541
Haryana,2018,4,Gurugram,4651606,7834266744.800946
Haryana,2018,4,Faridabad,2271109,2832603200.576729
Haryana,2018,4,Rewari,535609,1038332553.8976262
Haryana,2018,4,Hisar,511206,1476103125.5799584
Haryana,2018,4,Sonipat,428989,1037340218.1738504
Haryana,2018,4,Panipat,427930,960831966.9902785
Haryana,2018,4,Palwal,383775,672481291.542182
Haryana,2018,4,Karnal,356327,883621789.490683
Haryana,2018,4,Jhajjar,319972,741571573.9301258
Haryana,2018,4,Ambala,313017,778868451.264339
Haryana,2019,1,Gurugram,8723777,10558099866.889874
Haryana,2019,1,Faridabad,4020631,4128377201.4363856
Haryana,2019,1,Rewari,992599,1395914440.321243
Haryana,2019,1,Palwal,719323,1032542809.3600862
Haryana,2019,1,Hisar,703750,1656524675.5728457
Haryana,2019,1,Sonipat,699422,1419939621.3328834
Haryana,2019,1,Panipat,685081,1414874465.0357556
Haryana,2019,1,Karnal,589011,1295083691.156188
Haryana,2019,1,Rohtak,575222,1345411743.258372
Haryana,2019,1,Jhajjar,548076,1042049466.2823191
Haryana,2019,2,Gurugram,8386864,11575310786.46454
Haryana,2019,2,Faridabad,3523377,4505940224.123979
Haryana,2019,2,Rohtak,1096201,2813329870.614499
Haryana,2019,2,Panipat,1019615,2473242371.019817
Haryana,2019,2,Rewari,889511,1639474281.2498112
Haryana,2019,2,Sonipat,888795,2100408323.2797818
Haryana,2019,2,Karnal,814251,2062725761.781968
Haryana,2019,2,Hisar,761001,2054472611.492754
Haryana,2019,2,Palwal,741633,1293085677.97656
Haryana,2019,2,Jhajjar,569289,1308026488.612537
Haryana,2019,3,Gurugram,11843666,15022524504.76374
Haryana,2019,3,Faridabad,4701377,5869168552.228926
Haryana,2019,3,Rewari,1206241,2010833861.5122523
Haryana,2019,3,Rohtak,1158516,3225248552.778762
Haryana,2019,3,Panipat,1155825,2901827842.8905134
Haryana,2019,3,Sonipat,1066029,2495689739.736125
Haryana,2019,3,Palwal,1061268,1687988450.1171806
Haryana,2019,3,Hisar,1055411,2558826214.5634766
Haryana,2019,3,Karnal,991286,2467996778.7886715
Haryana,2019,3,Jhajjar,755297,1642655006.4215214
Haryana,2019,4,Gurugram,14935865,19000424238.11497
Haryana,2019,4,Faridabad,5358174,7782346423.807224
Haryana,2019,4,Rewari,1538398,2831585559.7951837
Haryana,2019,4,Panipat,1437677,3870819294.7898273
Haryana,2019,4,Rohtak,1428337,4158625641.7923813
Haryana,2019,4,Sonipat,1368457,3347168252.768132
Haryana,2019,4,Hisar,1309901,3351369912.8069725
Haryana,2019,4,Karnal,1280457,3322975421.6792216
Haryana,2019,4,Palwal,1273274,2370503274.3677926
Haryana,2019,4,Jhajjar,965474,2147473030.3808532
Haryana,2020,1,Gurugram,16484737,21152356889.052498
Haryana,2020,1,Faridabad,5840117,8881105700.091959
Haryana,2020,1,Sonipat,2016893,5091258326.483329
Haryana,2020,1,Rohtak,1803076,5175066327.070365
Haryana,2020,1,Panipat,1781967,4661669007.4263115
Haryana,2020,1,Rewari,1747564,3142595798.4513865
Haryana,2020,1,Palwal,1613263,3109146806.57809
Haryana,2020,1,Karnal,1579733,4003478768.7248425
Haryana,2020,1,Hisar,1533724,3820470010.45599
Haryana,2020,1,Mewat,1241283,3154872672.0695767
Haryana,2020,2,Gurugram,11284856,14426170120.903454
Haryana,2020,2,Faridabad,5775792,8177450074.37961
Haryana,2020,2,Palwal,2090627,3788124543.124005
Haryana,2020,2,Sonipat,2067865,5016220638.103822
Haryana,2020,2,Rohtak,2050920,5946541938.965281
Haryana,2020,2,Rewari,2022132,3582603328.500936
Haryana,2020,2,Panipat,2011582,5207544726.945988
Haryana,2020,2,Hisar,1644838,4146210408.44509
Haryana,2020,2,Karnal,1629574,4045109843.2026005
Haryana,2020,2,Mewat,1598705,3658746771.705061
Haryana,2020,3,Gurugram,18098421,23437360421.86216
Haryana,2020,3,Faridabad,8700173,13490214442.585878
Haryana,2020,3,Rewari,3041169,5346067429.247877
Haryana,2020,3,Sonipat,2922945,7024743099.006162
Haryana,2020,3,Palwal,2672871,4869775358.80177
Haryana,2020,3,Panipat,2334545,5809998640.786768
Haryana,2020,3,Hisar,2209518,5761605477.767698
Haryana,2020,3,Mewat,2107221,5099537212.926384
Haryana,2020,3,Karnal,1955755,4578348863.2612
Haryana,2020,3,Rohtak,1740356,4643691557.73987
Haryana,2020,4,Gurugram,28192581,35629614077.0103
Haryana,2020,4,Faridabad,12149079,19603646063.147858
Haryana,2020,4,Rewari,4329508,8169865745.127572
Haryana,2020,4,Sonipat,3721622,9010603701.96087
Haryana,2020,4,Palwal,3692902,7333424919.06859
Haryana,2020,4,Hisar,3190398,8738948858.681065
Haryana,2020,4,Panipat,3059943,7874714735.936348
Haryana,2020,4,Mewat,2948645,7484819524.783331
Haryana,2020,4,Karnal,2527301,6152410695.701475
Haryana,2020,4,Jhajjar,2429140,5544973431.463554
Haryana,2021,1,Gurugram,31719830,39350276708.73313
Haryana,2021,1,Faridabad,12970900,21241648453.917847
Haryana,2021,1,Rewari,4385531,8303713646.79833
Haryana,2021,1,Sonipat,4353956,9992974986.499811
Haryana,2021,1,Palwal,3641453,7214450169.004797
Haryana,2021,1,Hisar,3294765,8859730937.006823
Haryana,2021,1,Panipat,3288095,7866864997.406405
Haryana,2021,1,Mewat,3236320,8671355565.335659
Haryana,2021,1,Karnal,2822406,6379825746.570849
Haryana,2021,1,Rohtak,2708295,6792159646.748035
Haryana,2021,2,Gurugram,32311326,39938868048.39105
Haryana,2021,2,Faridabad,14467773,23831325859.81366
Haryana,2021,2,Sonipat,5818055,12924700817.493427
Haryana,2021,2,Rewari,5377720,9762169802.614033
Haryana,2021,2,Panipat,4781725,10716524259.182951
Haryana,2021,2,Palwal,4765916,9533885152.800251
Haryana,2021,2,Hisar,4588374,11866795026.651604
Haryana,2021,2,Mewat,4011429,9985192715.597248
Haryana,2021,2,Rohtak,3586587,8769888644.596022
Haryana,2021,2,Karnal,3501189,7822099240.647442
Haryana,2021,3,Gurugram,47680658,55914389975.07391
Haryana,2021,3,Faridabad,19367342,30608591108.260963
Haryana,2021,3,Rewari,7225396,12146892237.73043
Haryana,2021,3,Sonipat,7173052,14357121849.97747
Haryana,2021,3,Panipat,6120958,12577188571.756681
Haryana,2021,3,Palwal,5875612,10372287086.183144
Haryana,2021,3,Hisar,5215891,12437366867.171387
Haryana,2021,3,Mewat,5054460,11174788500.58817
Haryana,2021,3,Rohtak,4615616,10168683402.047003
Haryana,2021,3,Karnal,4403307,8835919266.381252
Haryana,2021,4,Gurugram,56754843,69593103272.65858
Haryana,2021,4,Faridabad,23169872,38292223252.23201
Haryana,2021,4,Sonipat,8588386,18170993284.93904
Haryana,2021,4,Rewari,8487387,15492946892.608118
Haryana,2021,4,Panipat,7419868,16276012822.879314
Haryana,2021,4,Palwal,7384842,13860018394.657875
Haryana,2021,4,Mewat,6907605,14906046920.126253
Haryana,2021,4,Hisar,6193863,16081687128.153656
Haryana,2021,4,Rohtak,5544335,13098837015.96527
Haryana,2021,4,Karnal,5416815,11527031601.801613
Haryana,2022,1,Gurugram,63282822,77508209556.89508
Haryana,2022,1,Faridabad,25918817,42896865210.61576
Haryana,2022,1,Sonipat,9614092,19484490398.321857
Haryana,2022,1,Rewari,9346086,16678823765.176477
Haryana,2022,1,Panipat,9264902,19020193908.564423
Haryana,2022,1,Mewat,8788025,17806136968.70603
Haryana,2022,1,Palwal,8401353,15280812571.295765
Haryana,2022,1,Hisar,7216543,18068574001.484863
Haryana,2022,1,Rohtak,6268896,14421297234.32816
Haryana,2022,1,Karnal,6097787,12324299904.907103
Haryana,2022,2,Gurugram,79880852,92145454120.45724
Haryana,2022,2,Faridabad,30409719,48406473821.004944
Haryana,2022,2,Sonipat,11943138,22987659569.928093
Haryana,2022,2,Rewari,11224593,19046645607.857338
Haryana,2022,2,Panipat,10820296,21066063900.647213
Haryana,2022,2,Mewat,10609222,20575618595.50345
Haryana,2022,2,Palwal,9782307,17323076797.706825
Haryana,2022,2,Hisar,8798889,20864338832.46772
Haryana,2022,2,Rohtak,7714114,16685032554.576132
Haryana,2022,2,Karnal,7462000,14355989091.566263
Haryana,2022,3,Gurugram,87103856,99360193857.46599
Haryana,2022,3,Faridabad,31002825,46163415393.391945
Haryana,2022,3,Sonipat,16738938,29152136081.765583
Haryana,2022,3,Hisar,15314209,30005386061.118546
Haryana,2022,3,Panipat,13837300,24633921100.885296
Haryana,2022,3,Rewari,12015067,19436985212.741524
Haryana,2022,3,Palwal,11032395,17956834811.920963
Haryana,2022,3,Mewat,10832560,19134475751.357685
Haryana,2022,3,Rohtak,9939686,18965127888.071278
Haryana,2022,3,Karnal,9139842,16912349321.593098
Haryana,2022,4,Gurugram,92493335,107046551341.7809
Haryana,2022,4,Faridabad,33161524,49923713557.162994
Haryana,2022,4,Sonipat,17683407,32605509131.386883
Haryana,2022,4,Hisar,16862076,34368965296.500374
Haryana,2022,4,Rohtak,14350357,27248544247.193783
Haryana,2022,4,Rewari,13324092,22585777499.591312
Haryana,2022,4,Palwal,13114018,21856737361.77354
Haryana,2022,4,Panipat,12217738,23682687583.537933
Haryana,2022,4,Karnal,12214724,23383107604.307755
Haryana,2022,4,Mewat,11181774,20507941017.884888
Haryana,2023,1,Gurugram,139674963,149429170153.0
Haryana,2023,1,Faridabad,53175744,76414257465.0
Haryana,2023,1,Mewat,19821886,34386439914.0
Haryana,2023,1,Rewari,19315925,31293744915.0
Haryana,2023,1,Palwal,18488944,29954221651.0
Haryana,2023,1,Sonipat,14926351,27671143422.0
Haryana,2023,1,Hisar,13701000,30219366691.0
Haryana,2023,1,Jhajjar,12217709,23051039608.0
Haryana,2023,1,Panipat,10810722,20832156394.0
Haryana,2023,1,Mahendragarh,9912656,20183169351.0
Haryana,2023,2,Gurugram,168827725,167788722810.0
Haryana,2023,2,Faridabad,62235387,82469498511.0
Haryana,2023,2,Mewat,24567537,39427690839.0
Haryana,2023,2,Rewari,23333100,34976781377.0
Haryana,2023,2,Palwal,22095549,33459783079.0
Haryana,2023,2,Sonipat,18352363,31280283056.0
Haryana,2023,2,Hisar,16085808,33933659480.0
Haryana,2023,2,Jhajjar,14793013,26202080272.0
Haryana,2023,2,Panipat,13037367,23049537864.0
Haryana,2023,2,Mahendragarh,12061191,22742640627.0
Haryana,2023,3,Gurugram,188985975,179654213171.0
Haryana,2023,3,Faridabad,66682736,85332036120.0
Haryana,2023,3,Rewari,26636621,36790267491.0
Haryana,2023,3,Palwal,22985522,32341536595.0
Haryana,2023,3,Mewat,21207864,33007216065.0
Haryana,2023,3,Sonipat,21154223,32882849453.0
Haryana,2023,3,Hisar,18073013,35148922011.0
Haryana,2023,3,Jhajjar,16858845,27109243755.0
Haryana,2023,3,Panipat,15202667,24746289923.0
Haryana,2023,3,Rohtak,13369559,24254493149.0
Haryana,2023,4,Gurugram,200753426,196708697020.0
Haryana,2023,4,Faridabad,77144627,98044262238.0
Haryana,2023,4,Rewari,29185255,42640323109.0
Haryana,2023,4,Mewat,28925897,44628376293.0
Haryana,2023,4,Palwal,27386099,39320293870.0
Haryana,2023,4,Sonipat,23629291,38060293204.0
Haryana,2023,4,Hisar,19279136,40480356223.0
Haryana,2023,4,Jhajjar,18679187,31812083240.0
Haryana,2023,4,Panipat,16907853,28907667371.0
Haryana,2023,4,Mahendragarh,14773841,27377180805.0
Haryana,2024,1,Gurugram,220314122,209018505349.0
Haryana,2024,1,Faridabad,87385027,105324563921.0
Haryana,2024,1,Mewat,36343799,51647688058.0
Haryana,2024,1,Rewari,32205532,44941393906.0
Haryana,2024,1,Palwal,31186766,42586729209.0
Haryana,2024,1,Sonipat,26391475,39542818742.0
Haryana,2024,1,Jhajjar,20724391,32868422443.0
Haryana,2024,1,Panipat,18394991,28669896876.0
Haryana,2024,1,Hisar,17761963,37550665833.0
Haryana,2024,1,Mahendragarh,16170056,28644900235.0
Haryana,2024,2,Gurugram,267480541,231403496054.0
Haryana,2024,2,Faridabad,106547652,115449266477.0
Haryana,2024,2,Mewat,41235751,53312281725.0
Haryana,2024,2,Rewari,38602512,49618654013.0
Haryana,2024,2,Palwal,36772010,46819805361.0
Haryana,2024,2,Sonipat,32712686,44665211488.0
Haryana,2024,2,Jhajjar,25392848,37711990675.0
Haryana,2024,2,Hisar,24238078,45622678464.0
Haryana,2024,2,Panipat,22255295,30804284168.0
Haryana,2024,2,Mahendragarh,19313419,32865129951.0
Haryana,2024,3,Gurugram,291583503,249171079828.0
Haryana,2024,3,Faridabad,112930557,119736724910.0
Haryana,2024,3,Rewari,42272065,51143848511.0
Haryana,2024,3,Nuh,41288132,48284119374.0
Haryana,2024,3,Sonipat,37472303,47674168090.0
Haryana,2024,3,Palwal,37241765,44193887960.0
Haryana,2024,3,Jhajjar,28844553,38926167741.0
Haryana,2024,3,Hisar,25984894,45990807258.0
Haryana,2024,3,Panipat,24957173,32867168470.0
Haryana,2024,3,Rohtak,20554884,32780873430.0
Haryana,2024,4,Gurugram,301187458,265842877273.0
Haryana,2024,4,Faridabad,122003127,132986047119.0
Haryana,2024,4,Rewari,44363909,57757339449.0
Haryana,2024,4,Nuh,43869108,55652826508.0
Haryana,2024,4,Sonipat,40461949,53935946656.0
Haryana,2024,4,Palwal,39893220,50857177066.0
Haryana,2024,4,Jhajjar,30931380,44356171325.0
Haryana,2024,4,Hisar,27481373,51811038253.0
Haryana,2024,4,Panipat,27410799,38210338489.0
Haryana,2024,4,Rohtak,21783688,36451969714.0
Himachal Pradesh,2018,1,Solan,118881,146873607.41695297
Himachal Pradesh,2018,1,Kangra,62061,83269925.3876329
Himachal Pradesh,2018,1,Shimla,54161,84375526.97610706
Himachal Pradesh,2018,1,Mandi,44169,50308276.313293405
Himachal Pradesh,2018,1,Chamba,41138,69091183.95337541
Himachal Pradesh,2018,1,Una,39070,48375221.958015576
Himachal Pradesh,2018,1,Sirmaur,37721,43579534.40144637
Himachal Pradesh,2018,1,Hamirpur,32709,37506250.25236499
Himachal Pradesh,2018,1,Kullu,23978,36599342.90480824
Himachal Pradesh,2018,1,Bilaspur,21880,20215586.707121648
Himachal Pradesh,2018,2,Solan,166516,254576422.9168635
Himachal Pradesh,2018,2,Kangra,97426,172859755.31581038
Himachal Pradesh,2018,2,Shimla,82195,162202102.59693143
Himachal Pradesh,2018,2,Mandi,58415,85994890.15581088
Himachal Pradesh,2018,2,Chamba,55922,125825520.94711924
Himachal Pradesh,2018,2,Sirmaur,53040,77059907.62248287
Himachal Pradesh,2018,2,Una,51637,81025669.3259282
Himachal Pradesh,2018,2,Hamirpur,41507,63207300.3000073
Himachal Pradesh,2018,2,Kullu,39948,96624850.44143352
Himachal Pradesh,2018,2,Bilaspur,30705,41392933.9580691
Himachal Pradesh,2018,3,Solan,229164,373018057.4322363
Himachal Pradesh,2018,3,Kangra,123560,243834956.6313929
Himachal Pradesh,2018,3,Shimla,109765,261701779.39463177
Himachal Pradesh,2018,3,Sirmaur,78762,124334576.99894318
Himachal Pradesh,2018,3,Mandi,74604,128941896.30651332
Himachal Pradesh,2018,3,Una,73766,150521417.27225596
Himachal Pradesh,2018,3,Hamirpur,58022,90529572.1234664
Himachal Pradesh,2018,3,Chamba,44858,190977335.4683498
Himachal Pradesh,2018,3,Kullu,40813,95127772.88091436
Himachal Pradesh,2018,3,Bilaspur,37993,56133326.966728725
Himachal Pradesh,2018,4,Solan,347191,577618789.1056865
Himachal Pradesh,2018,4,Kangra,187764,414603049.9879074
Himachal Pradesh,2018,4,Shimla,156832,396860638.04644364
Himachal Pradesh,2018,4,Sirmaur,122707,199344353.77429008
Himachal Pradesh,2018,4,Una,110312,222928340.6712972
Himachal Pradesh,2018,4,Mandi,109661,203827486.01186574
Himachal Pradesh,2018,4,Hamirpur,76300,146948802.40681252
Himachal Pradesh,2018,4,Kullu,64285,157752014.91735005
Himachal Pradesh,2018,4,Chamba,63298,160650916.98309675
Himachal Pradesh,2018,4,Bilaspur,51395,92955686.23996082
Himachal Pradesh,2019,1,Solan,626201,733453989.2236599
Himachal Pradesh,2019,1,Shimla,363648,708861957.1918447
Himachal Pradesh,2019,1,Kangra,266655,478900506.53311074
Himachal Pradesh,2019,1,Sirmaur,174812,238804557.7773369
Himachal Pradesh,2019,1,Mandi,167637,287549707.5047521
Himachal Pradesh,2019,1,Una,151550,232335414.5268033
Himachal Pradesh,2019,1,Hamirpur,126323,189186708.125866
Himachal Pradesh,2019,1,Chamba,104811,170503559.1379143
Himachal Pradesh,2019,1,Kullu,92009,187262819.029819
Himachal Pradesh,2019,1,Bilaspur,73141,109483745.6606721
Himachal Pradesh,2019,2,Shimla,807095,1698682743.209046
Himachal Pradesh,2019,2,Solan,481957,783011937.8847647
Himachal Pradesh,2019,2,Kangra,295433,591536934.9504749
Himachal Pradesh,2019,2,Mandi,245467,464902888.77251065
Himachal Pradesh,2019,2,Hamirpur,150149,270178390.1615547
Himachal Pradesh,2019,2,Kullu,129068,331174039.37828636
Himachal Pradesh,2019,2,Sirmaur,127208,220885809.9785687
Himachal Pradesh,2019,2,Una,105685,189321647.9190805
Himachal Pradesh,2019,2,Bilaspur,68748,128917341.52795482
Himachal Pradesh,2019,2,Chamba,62922,128008869.00606377
Himachal Pradesh,2019,3,Shimla,695970,1981429213.7026682
Himachal Pradesh,2019,3,Solan,563580,919355818.0941985
Himachal Pradesh,2019,3,Kangra,373339,645470163.0699661
Himachal Pradesh,2019,3,Mandi,262386,545822136.934624
Himachal Pradesh,2019,3,Hamirpur,187716,301844559.3146769
Himachal Pradesh,2019,3,Sirmaur,154972,258531496.7275585
Himachal Pradesh,2019,3,Kullu,146216,316994313.58457994
Himachal Pradesh,2019,3,Una,134630,227364592.3232284
Himachal Pradesh,2019,3,Bilaspur,88416,142694743.74010605
Himachal Pradesh,2019,3,Chamba,87489,151224161.28503346
Himachal Pradesh,2019,4,Shimla,900252,2553513821.2140336
Himachal Pradesh,2019,4,Solan,693523,1168760137.4633098
Himachal Pradesh,2019,4,Kangra,492277,877780658.252526
Himachal Pradesh,2019,4,Mandi,332554,678830304.0119476
Himachal Pradesh,2019,4,Hamirpur,258323,429776009.8441242
Himachal Pradesh,2019,4,Kullu,204518,442222672.1025748
Himachal Pradesh,2019,4,Sirmaur,190673,324766028.26129776
Himachal Pradesh,2019,4,Una,173510,293924768.3295568
Himachal Pradesh,2019,4,Bilaspur,114888,204391757.70598233
Himachal Pradesh,2019,4,Chamba,111755,196209094.0899575
Himachal Pradesh,2020,1,Shimla,1115491,2725598845.0394974
Himachal Pradesh,2020,1,Solan,821088,1293083622.0835805
Himachal Pradesh,2020,1,Kangra,569437,836283217.4197668
Himachal Pradesh,2020,1,Mandi,357222,582031760.1284182
Himachal Pradesh,2020,1,Hamirpur,247878,312050564.78676903
Himachal Pradesh,2020,1,Kullu,245803,451467537.5665263
Himachal Pradesh,2020,1,Sirmaur,240485,386990850.03422594
Himachal Pradesh,2020,1,Una,208785,305641992.38407075
Himachal Pradesh,2020,1,Bilaspur,144278,226926312.01782265
Himachal Pradesh,2020,1,Chamba,139862,213171894.7803222
Himachal Pradesh,2020,2,Shimla,1090361,2702081598.463577
Himachal Pradesh,2020,2,Solan,808170,1165900725.2493396
Himachal Pradesh,2020,2,Kangra,800587,1148113744.7012944
Himachal Pradesh,2020,2,Mandi,476844,764632316.5536959
Himachal Pradesh,2020,2,Hamirpur,283099,412476792.8843811
Himachal Pradesh,2020,2,Sirmaur,281385,405760136.7626385
Himachal Pradesh,2020,2,Una,271636,407244006.0493055
Himachal Pradesh,2020,2,Kullu,211730,311597474.942107
Himachal Pradesh,2020,2,Chamba,195242,282218981.7534903
Himachal Pradesh,2020,2,Bilaspur,191375,284432330.03137827
Himachal Pradesh,2020,3,Shimla,1285819,3273522193.6950035
Himachal Pradesh,2020,3,Solan,1025251,1684944862.9521143
Himachal Pradesh,2020,3,Kangra,874419,1454881898.970782
Himachal Pradesh,2020,3,Mandi,510105,917547335.014626
Himachal Pradesh,2020,3,Una,351065,649892231.6889067
