state,year,quarter,district,registered_users,app_opens
Uttar Pradesh,2018,2,Kanpur Dehat,26304,0
Uttar Pradesh,2018,2,Jaunpur,112290,0
Uttar Pradesh,2018,2,Kaushambi,17210,0
Uttar Pradesh,2018,2,Hapur,46702,0
Uttar Pradesh,2018,2,Hamirpur,23749,0
Uttar Pradesh,2018,2,Meerut,167212,0
Uttar Pradesh,2018,2,Mathura,97917,0
Uttar Pradesh,2018,2,Chitrakoot,14820,0
Uttar Pradesh,2018,2,Lalitpur,27662,0
Uttar Pradesh,2018,2,Mau,51611,0
Uttar Pradesh,2018,2,Mirzapur,55130,0
Uttar Pradesh,2018,2,Bulandshahr,83469,0
Uttar Pradesh,2018,2,Gonda,49536,0
Uttar Pradesh,2018,2,Jhansi,101307,0
Uttar Pradesh,2018,2,Chandauli,55341,0
Uttar Pradesh,2018,2,Bhadohi,40604,0
Uttar Pradesh,2018,2,Pratapgarh,58488,0
Uttar Pradesh,2018,2,Saharanpur,100762,0
Uttar Pradesh,2018,2,Bara Banki,49758,0
Uttar Pradesh,2018,2,Bareilly,152939,0
Uttar Pradesh,2018,2,Sitapur,63705,0
Uttar Pradesh,2018,2,Sultanpur,53694,0
Uttar Pradesh,2018,2,Agra,205298,0
Uttar Pradesh,2018,2,Fatehpur,36479,0
Uttar Pradesh,2018,2,Rae Bareli,47853,0
Uttar Pradesh,2018,2,Firozabad,57092,0
Uttar Pradesh,2018,2,Kheri,72988,0
Uttar Pradesh,2018,2,Gorakhpur,181126,0
Uttar Pradesh,2018,2,Unnao,46906,0
Uttar Pradesh,2018,2,Prayagraj,297113,0
Uttar Pradesh,2018,2,Sonbhadra,59887,0
Uttar Pradesh,2018,2,Ghazipur,91831,0
Uttar Pradesh,2018,2,Farrukhabad,36990,0
Uttar Pradesh,2018,2,Kannauj,28022,0
Uttar Pradesh,2018,2,Azamgarh,98441,0
Uttar Pradesh,2018,2,Ayodhya,71398,0
Uttar Pradesh,2018,2,Deoria,85805,0
Uttar Pradesh,2018,2,Ghaziabad,434115,0
Uttar Pradesh,2018,3,Amethi,51158,0
Uttar Pradesh,2018,3,Siddharthnagar,46175,0
Uttar Pradesh,2018,3,Auraiya,39943,0
Uttar Pradesh,2018,3,Sambhal,38981,0
Uttar Pradesh,2018,3,Kanpur Nagar,349250,0
Uttar Pradesh,2018,3,Aligarh,144523,0
Uttar Pradesh,2018,3,Mahoba,22466,0
Uttar Pradesh,2018,3,Lucknow,620328,0
Uttar Pradesh,2018,3,Sant Kabeer Nagar,37785,0
Uttar Pradesh,2018,3,Hathras,44651,0
Uttar Pradesh,2018,3,Budaun,49900,0
Uttar Pradesh,2018,3,Moradabad,97965,0
Uttar Pradesh,2018,3,Kushinagar,110385,0
Uttar Pradesh,2018,3,Baghpat,49101,0
Uttar Pradesh,2018,3,Shahjahanpur,68001,0
Uttar Pradesh,2018,3,Muzaffarnagar,95844,0
Uttar Pradesh,2018,3,Ambedkar Nagar,66611,0
Uttar Pradesh,2018,3,Bahraich,43463,0
Uttar Pradesh,2018,3,Jalaun,55786,0
Uttar Pradesh,2018,3,Rampur,51413,0
Uttar Pradesh,2018,3,Ballia,108942,0
Uttar Pradesh,2018,3,Shravasti,10400,0
Uttar Pradesh,2018,3,Kasganj,28828,0
Uttar Pradesh,2018,3,Varanasi,352604,0
Uttar Pradesh,2018,3,Gautam Buddha Nagar,727480,0
Uttar Pradesh,2018,3,Basti,70203,0
Uttar Pradesh,2018,3,Shamli,39785,0
Uttar Pradesh,2018,3,Maharajganj,74108,0
Uttar Pradesh,2018,3,Etawah,51033,0
Uttar Pradesh,2018,3,Etah,38217,0
Uttar Pradesh,2018,3,Banda,33328,0
Uttar Pradesh,2018,3,Bijnor,92326,0
Uttar Pradesh,2018,3,Hardoi,62574,0
Uttar Pradesh,2018,3,Balrampur,26607,0
Uttar Pradesh,2018,3,Amroha,48472,0
Uttar Pradesh,2018,3,Pilibhit,49998,0
Uttar Pradesh,2018,3,Mainpuri,47571,0
Uttar Pradesh,2018,3,Kanpur Dehat,34514,0
Uttar Pradesh,2018,3,Jaunpur,144600,0
Uttar Pradesh,2018,3,Kaushambi,22789,0
Uttar Pradesh,2018,3,Hapur,59018,0
Uttar Pradesh,2018,3,Hamirpur,29906,0
Uttar Pradesh,2018,3,Meerut,205977,0
Uttar Pradesh,2018,3,Mathura,124162,0
Uttar Pradesh,2018,3,Chitrakoot,18928,0
Uttar Pradesh,2018,3,Lalitpur,34385,0
Uttar Pradesh,2018,3,Mau,66077,0
Uttar Pradesh,2018,3,Mirzapur,72693,0
Uttar Pradesh,2018,3,Bulandshahr,106236,0
Uttar Pradesh,2018,3,Gonda,65323,0
Uttar Pradesh,2018,3,Jhansi,123717,0
Uttar Pradesh,2018,3,Chandauli,69703,0
Uttar Pradesh,2018,3,Bhadohi,51097,0
Uttar Pradesh,2018,3,Pratapgarh,76177,0
Uttar Pradesh,2018,3,Saharanpur,125990,0
Uttar Pradesh,2018,3,Bara Banki,63323,0
Uttar Pradesh,2018,3,Bareilly,187467,0
Uttar Pradesh,2018,3,Sitapur,79560,0
Uttar Pradesh,2018,3,Sultanpur,68140,0
Uttar Pradesh,2018,3,Agra,257453,0
Uttar Pradesh,2018,3,Fatehpur,46136,0
Uttar Pradesh,2018,3,Rae Bareli,61003,0
Uttar Pradesh,2018,3,Firozabad,73219,0
Uttar Pradesh,2018,3,Kheri,92964,0
Uttar Pradesh,2018,3,Gorakhpur,224409,0
Uttar Pradesh,2018,3,Unnao,60921,0
Uttar Pradesh,2018,3,Prayagraj,363743,0
Uttar Pradesh,2018,3,Sonbhadra,73554,0
Uttar Pradesh,2018,3,Ghazipur,117553,0
Uttar Pradesh,2018,3,Farrukhabad,46996,0
Uttar Pradesh,2018,3,Kannauj,37221,0
Uttar Pradesh,2018,3,Azamgarh,128477,0
Uttar Pradesh,2018,3,Ayodhya,89623,0
Uttar Pradesh,2018,3,Deoria,108692,0
Uttar Pradesh,2018,3,Ghaziabad,538532,0
Uttar Pradesh,2018,4,Amethi,65745,0
Uttar Pradesh,2018,4,Siddharthnagar,59751,0
Uttar Pradesh,2018,4,Auraiya,50895,0
Uttar Pradesh,2018,4,Sambhal,49912,0
Uttar Pradesh,2018,4,Kanpur Nagar,434315,0
Uttar Pradesh,2018,4,Aligarh,182322,0
Uttar Pradesh,2018,4,Mahoba,27920,0
Uttar Pradesh,2018,4,Lucknow,765152,0
Uttar Pradesh,2018,4,Sant Kabeer Nagar,49315,0
Uttar Pradesh,2018,4,Hathras,57495,0
Uttar Pradesh,2018,4,Budaun,64463,0
Uttar Pradesh,2018,4,Moradabad,124336,0
Uttar Pradesh,2018,4,Kushinagar,144642,0
Uttar Pradesh,2018,4,Baghpat,64197,0
Uttar Pradesh,2018,4,Shahjahanpur,86009,0
Uttar Pradesh,2018,4,Muzaffarnagar,121370,0
Uttar Pradesh,2018,4,Ambedkar Nagar,85963,0
Uttar Pradesh,2018,4,Bahraich,56339,0
Uttar Pradesh,2018,4,Jalaun,69284,0
Uttar Pradesh,2018,4,Rampur,64475,0
Uttar Pradesh,2018,4,Ballia,140779,0
Uttar Pradesh,2018,4,Shravasti,13710,0
Uttar Pradesh,2018,4,Kasganj,37790,0
Uttar Pradesh,2018,4,Varanasi,447144,0
Uttar Pradesh,2018,4,Gautam Buddha Nagar,951342,0
Uttar Pradesh,2018,4,Basti,89814,0
Uttar Pradesh,2018,4,Shamli,50079,0
Uttar Pradesh,2018,4,Maharajganj,98406,0
Uttar Pradesh,2018,4,Etawah,65331,0
Uttar Pradesh,2018,4,Etah,49972,0
Uttar Pradesh,2018,4,Banda,42489,0
Uttar Pradesh,2018,4,Bijnor,117817,0
Uttar Pradesh,2018,4,Hardoi,80733,0
Uttar Pradesh,2018,4,Balrampur,35810,0
Uttar Pradesh,2018,4,Amroha,62580,0
Uttar Pradesh,2018,4,Pilibhit,63133,0
Uttar Pradesh,2018,4,Mainpuri,61346,0
Uttar Pradesh,2018,4,Kanpur Dehat,44693,0
Uttar Pradesh,2018,4,Jaunpur,187107,0
Uttar Pradesh,2018,4,Kaushambi,29888,0
Uttar Pradesh,2018,4,Hapur,78340,0
Uttar Pradesh,2018,4,Hamirpur,37584,0
Uttar Pradesh,2018,4,Meerut,258843,0
Uttar Pradesh,2018,4,Mathura,158865,0
Uttar Pradesh,2018,4,Chitrakoot,24252,0
Uttar Pradesh,2018,4,Lalitpur,43360,0
Uttar Pradesh,2018,4,Mau,85632,0
Uttar Pradesh,2018,4,Mirzapur,100735,0
Uttar Pradesh,2018,4,Bulandshahr,138091,0
Uttar Pradesh,2018,4,Gonda,83827,0
Uttar Pradesh,2018,4,Jhansi,151158,0
Uttar Pradesh,2018,4,Chandauli,89834,0
Uttar Pradesh,2018,4,Bhadohi,65763,0
Uttar Pradesh,2018,4,Pratapgarh,99522,0
Uttar Pradesh,2018,4,Saharanpur,159512,0
Uttar Pradesh,2018,4,Bara Banki,80410,0
Uttar Pradesh,2018,4,Bareilly,233073,0
Uttar Pradesh,2018,4,Sitapur,107047,0
Uttar Pradesh,2018,4,Sultanpur,86464,0
Uttar Pradesh,2018,4,Agra,322749,0
Uttar Pradesh,2018,4,Fatehpur,59456,0
Uttar Pradesh,2018,4,Rae Bareli,77379,0
Uttar Pradesh,2018,4,Firozabad,93365,0
Uttar Pradesh,2018,4,Kheri,118112,0
Uttar Pradesh,2018,4,Gorakhpur,279761,0
Uttar Pradesh,2018,4,Unnao,79758,0
Uttar Pradesh,2018,4,Prayagraj,451019,0
Uttar Pradesh,2018,4,Sonbhadra,90627,0
Uttar Pradesh,2018,4,Ghazipur,150624,0
Uttar Pradesh,2018,4,Farrukhabad,59929,0
Uttar Pradesh,2018,4,Kannauj,50402,0
Uttar Pradesh,2018,4,Azamgarh,166527,0
Uttar Pradesh,2018,4,Ayodhya,113121,0
Uttar Pradesh,2018,4,Deoria,139588,0
Uttar Pradesh,2018,4,Ghaziabad,713372,0
Uttar Pradesh,2019,1,Amethi,80707,0
Uttar Pradesh,2019,1,Siddharthnagar,74730,0
Uttar Pradesh,2019,1,Auraiya,61805,0
Uttar Pradesh,2019,1,Sambhal,60840,0
Uttar Pradesh,2019,1,Kanpur Nagar,511583,0
Uttar Pradesh,2019,1,Aligarh,221771,0
Uttar Pradesh,2019,1,Mahoba,33600,0
Uttar Pradesh,2019,1,Lucknow,896208,0
Uttar Pradesh,2019,1,Sant Kabeer Nagar,61589,0
Uttar Pradesh,2019,1,Hathras,71141,0
Uttar Pradesh,2019,1,Budaun,79306,0
Uttar Pradesh,2019,1,Moradabad,149856,0
Uttar Pradesh,2019,1,Kushinagar,178069,0
Uttar Pradesh,2019,1,Baghpat,79331,0
Uttar Pradesh,2019,1,Shahjahanpur,102828,0
Uttar Pradesh,2019,1,Muzaffarnagar,146672,0
Uttar Pradesh,2019,1,Ambedkar Nagar,105456,0
Uttar Pradesh,2019,1,Bahraich,68614,0
Uttar Pradesh,2019,1,Jalaun,82094,0
Uttar Pradesh,2019,1,Rampur,78177,0
Uttar Pradesh,2019,1,Ballia,171902,0
Uttar Pradesh,2019,1,Shravasti,16894,0
Uttar Pradesh,2019,1,Kasganj,46990,0
Uttar Pradesh,2019,1,Varanasi,524667,0
Uttar Pradesh,2019,1,Gautam Buddha Nagar,1143614,0
Uttar Pradesh,2019,1,Basti,110068,0
Uttar Pradesh,2019,1,Shamli,60928,0
Uttar Pradesh,2019,1,Maharajganj,116789,0
Uttar Pradesh,2019,1,Etawah,79764,0
Uttar Pradesh,2019,1,Etah,62643,0
Uttar Pradesh,2019,1,Banda,51294,0
Uttar Pradesh,2019,1,Bijnor,142913,0
Uttar Pradesh,2019,1,Hardoi,97562,0
Uttar Pradesh,2019,1,Balrampur,44496,0
Uttar Pradesh,2019,1,Amroha,77180,0
Uttar Pradesh,2019,1,Pilibhit,76898,0
Uttar Pradesh,2019,1,Mainpuri,74458,0
Uttar Pradesh,2019,1,Kanpur Dehat,55057,0
Uttar Pradesh,2019,1,Jaunpur,229957,0
Uttar Pradesh,2019,1,Kaushambi,36501,0
Uttar Pradesh,2019,1,Hapur,97238,0
Uttar Pradesh,2019,1,Hamirpur,44913,0
Uttar Pradesh,2019,1,Meerut,311930,0
Uttar Pradesh,2019,1,Mathura,196168,0
Uttar Pradesh,2019,1,Chitrakoot,29453,0
Uttar Pradesh,2019,1,Lalitpur,52158,0
Uttar Pradesh,2019,1,Mau,103587,0
Uttar Pradesh,2019,1,Mirzapur,118790,0
Uttar Pradesh,2019,1,Bulandshahr,171533,0
Uttar Pradesh,2019,1,Gonda,102076,0
Uttar Pradesh,2019,1,Jhansi,178538,0
Uttar Pradesh,2019,1,Chandauli,108979,0
Uttar Pradesh,2019,1,Bhadohi,80947,0
Uttar Pradesh,2019,1,Pratapgarh,121687,0
Uttar Pradesh,2019,1,Saharanpur,195185,0
Uttar Pradesh,2019,1,Bara Banki,96470,0
Uttar Pradesh,2019,1,Bareilly,279714,0
Uttar Pradesh,2019,1,Sitapur,125826,0
Uttar Pradesh,2019,1,Sultanpur,105768,0
Uttar Pradesh,2019,1,Agra,392222,0
Uttar Pradesh,2019,1,Fatehpur,71857,0
Uttar Pradesh,2019,1,Rae Bareli,92979,0
Uttar Pradesh,2019,1,Firozabad,114566,0
Uttar Pradesh,2019,1,Kheri,139817,0
Uttar Pradesh,2019,1,Gorakhpur,336196,0
Uttar Pradesh,2019,1,Unnao,95607,0
Uttar Pradesh,2019,1,Prayagraj,532230,0
Uttar Pradesh,2019,1,Sonbhadra,107237,0
Uttar Pradesh,2019,1,Ghazipur,185130,0
Uttar Pradesh,2019,1,Farrukhabad,72462,0
Uttar Pradesh,2019,1,Kannauj,60722,0
Uttar Pradesh,2019,1,Azamgarh,203791,0
Uttar Pradesh,2019,1,Ayodhya,136314,0
Uttar Pradesh,2019,1,Deoria,172036,0
Uttar Pradesh,2019,1,Ghaziabad,859583,0
Uttar Pradesh,2019,2,Amethi,93799,468207
Uttar Pradesh,2019,2,Siddharthnagar,88190,579537
Uttar Pradesh,2019,2,Auraiya,71776,342914
Uttar Pradesh,2019,2,Sambhal,70632,287690
Uttar Pradesh,2019,2,Kanpur Nagar,585796,3059330
Uttar Pradesh,2019,2,Aligarh,261612,1240642
Uttar Pradesh,2019,2,Mahoba,38658,173087
Uttar Pradesh,2019,2,Lucknow,1011470,5848267
Uttar Pradesh,2019,2,Sant Kabeer Nagar,72429,440271
Uttar Pradesh,2019,2,Hathras,84085,375745
Uttar Pradesh,2019,2,Budaun,92569,390311
Uttar Pradesh,2019,2,Moradabad,174070,779703
Uttar Pradesh,2019,2,Kushinagar,204832,1281927
Uttar Pradesh,2019,2,Baghpat,93025,459940
Uttar Pradesh,2019,2,Shahjahanpur,118150,481924
Uttar Pradesh,2019,2,Muzaffarnagar,171549,788852
Uttar Pradesh,2019,2,Ambedkar Nagar,121880,640648
Uttar Pradesh,2019,2,Bahraich,79858,371745
Uttar Pradesh,2019,2,Jalaun,93400,399197
Uttar Pradesh,2019,2,Rampur,90374,417182
Uttar Pradesh,2019,2,Ballia,198740,1051856
Uttar Pradesh,2019,2,Shravasti,19654,98936
Uttar Pradesh,2019,2,Kasganj,55437,249736
Uttar Pradesh,2019,2,Varanasi,583444,2718685
Uttar Pradesh,2019,2,Gautam Buddha Nagar,1282816,11192098
Uttar Pradesh,2019,2,Basti,127063,738775
Uttar Pradesh,2019,2,Shamli,71012,330422
Uttar Pradesh,2019,2,Maharajganj,134589,674897
Uttar Pradesh,2019,2,Etawah,93602,428125
Uttar Pradesh,2019,2,Etah,75177,323462
Uttar Pradesh,2019,2,Banda,59791,260546
Uttar Pradesh,2019,2,Bijnor,166819,759334
Uttar Pradesh,2019,2,Hardoi,113095,483475
Uttar Pradesh,2019,2,Balrampur,52514,277624
Uttar Pradesh,2019,2,Amroha,89991,409727
Uttar Pradesh,2019,2,Pilibhit,88189,377437
Uttar Pradesh,2019,2,Mainpuri,88354,370287
Uttar Pradesh,2019,2,Kanpur Dehat,65036,318494
Uttar Pradesh,2019,2,Jaunpur,264855,1530339
Uttar Pradesh,2019,2,Kaushambi,42935,189624
Uttar Pradesh,2019,2,Hapur,114161,622916
Uttar Pradesh,2019,2,Hamirpur,51539,232752
Uttar Pradesh,2019,2,Meerut,361091,1860402
Uttar Pradesh,2019,2,Mathura,233342,1178523
Uttar Pradesh,2019,2,Chitrakoot,34500,166865
Uttar Pradesh,2019,2,Lalitpur,59896,284815
Uttar Pradesh,2019,2,Mau,119403,576483
Uttar Pradesh,2019,2,Mirzapur,133781,600547
Uttar Pradesh,2019,2,Bulandshahr,202244,1011079
Uttar Pradesh,2019,2,Gonda,118179,634322
Uttar Pradesh,2019,2,Jhansi,203616,1100362
Uttar Pradesh,2019,2,Chandauli,124160,605956
Uttar Pradesh,2019,2,Bhadohi,92475,462812
Uttar Pradesh,2019,2,Pratapgarh,142016,702461
Uttar Pradesh,2019,2,Saharanpur,228553,1142688
Uttar Pradesh,2019,2,Bara Banki,111354,538725
Uttar Pradesh,2019,2,Bareilly,318597,1525618
Uttar Pradesh,2019,2,Sitapur,144888,553406
Uttar Pradesh,2019,2,Sultanpur,122590,642939
Uttar Pradesh,2019,2,Agra,461224,2284003
Uttar Pradesh,2019,2,Fatehpur,83992,365618
Uttar Pradesh,2019,2,Rae Bareli,107073,490413
Uttar Pradesh,2019,2,Firozabad,137236,605193
Uttar Pradesh,2019,2,Kheri,158463,629067
Uttar Pradesh,2019,2,Gorakhpur,387961,2091934
Uttar Pradesh,2019,2,Unnao,110987,510176
Uttar Pradesh,2019,2,Prayagraj,602739,3285624
Uttar Pradesh,2019,2,Sonbhadra,120480,662811
Uttar Pradesh,2019,2,Ghazipur,213624,1153220
Uttar Pradesh,2019,2,Farrukhabad,85295,384237
Uttar Pradesh,2019,2,Kannauj,72533,317719
Uttar Pradesh,2019,2,Azamgarh,235609,1217447
Uttar Pradesh,2019,2,Ayodhya,156282,750453
Uttar Pradesh,2019,2,Deoria,199594,1158198
Uttar Pradesh,2019,2,Ghaziabad,975605,6433258
Uttar Pradesh,2019,3,Amethi,105040,1342325
Uttar Pradesh,2019,3,Siddharthnagar,99879,1663441
Uttar Pradesh,2019,3,Auraiya,81392,1086852
Uttar Pradesh,2019,3,Sambhal,80158,914102
Uttar Pradesh,2019,3,Kanpur Nagar,655175,10991280
Uttar Pradesh,2019,3,Aligarh,301404,4667055
Uttar Pradesh,2019,3,Mahoba,42896,501799
Uttar Pradesh,2019,3,Lucknow,1124832,22146904
Uttar Pradesh,2019,3,Sant Kabeer Nagar,81569,1187005
Uttar Pradesh,2019,3,Hathras,96057,1271021
Uttar Pradesh,2019,3,Budaun,104296,1202610
Uttar Pradesh,2019,3,Moradabad,198184,2672363
Uttar Pradesh,2019,3,Kushinagar,228387,3603260
Uttar Pradesh,2019,3,Baghpat,106317,1584692
Uttar Pradesh,2019,3,Shahjahanpur,131285,1545078
Uttar Pradesh,2019,3,Muzaffarnagar,195954,2676545
Uttar Pradesh,2019,3,Ambedkar Nagar,134984,1748188
Uttar Pradesh,2019,3,Bahraich,90019,1164262
Uttar Pradesh,2019,3,Jalaun,103258,1218452
Uttar Pradesh,2019,3,Rampur,102150,1315599
Uttar Pradesh,2019,3,Ballia,220174,2864754
Uttar Pradesh,2019,3,Shravasti,21992,308571
Uttar Pradesh,2019,3,Kasganj,63472,804909
Uttar Pradesh,2019,3,Varanasi,639586,9534643
Uttar Pradesh,2019,3,Gautam Buddha Nagar,1415905,43577747
Uttar Pradesh,2019,3,Basti,142135,2080225
Uttar Pradesh,2019,3,Shamli,80923,1100345
Uttar Pradesh,2019,3,Maharajganj,148207,2032349
Uttar Pradesh,2019,3,Etawah,107062,1432296
Uttar Pradesh,2019,3,Etah,86419,1086491
Uttar Pradesh,2019,3,Banda,66504,786751
Uttar Pradesh,2019,3,Bijnor,189782,2433046
Uttar Pradesh,2019,3,Hardoi,126364,1475185
Uttar Pradesh,2019,3,Balrampur,59530,851300
Uttar Pradesh,2019,3,Amroha,101730,1318323
Uttar Pradesh,2019,3,Pilibhit,98268,1168729
Uttar Pradesh,2019,3,Mainpuri,101932,1213979
Uttar Pradesh,2019,3,Kanpur Dehat,74296,1023191
Uttar Pradesh,2019,3,Jaunpur,294998,4005808
Uttar Pradesh,2019,3,Kaushambi,49359,607775
Uttar Pradesh,2019,3,Hapur,130436,2172113
Uttar Pradesh,2019,3,Hamirpur,56997,684555
Uttar Pradesh,2019,3,Meerut,408972,6542889
Uttar Pradesh,2019,3,Mathura,268573,4305472
Uttar Pradesh,2019,3,Chitrakoot,38341,494613
Uttar Pradesh,2019,3,Lalitpur,66906,926012
Uttar Pradesh,2019,3,Mau,132663,1544541
Uttar Pradesh,2019,3,Mirzapur,146634,1841969
Uttar Pradesh,2019,3,Bulandshahr,230896,3501708
Uttar Pradesh,2019,3,Gonda,132341,1980000
Uttar Pradesh,2019,3,Jhansi,227191,3924391
Uttar Pradesh,2019,3,Chandauli,136786,1797089
Uttar Pradesh,2019,3,Bhadohi,102914,1313875
Uttar Pradesh,2019,3,Pratapgarh,159596,1972207
Uttar Pradesh,2019,3,Saharanpur,259929,4079780
Uttar Pradesh,2019,3,Bara Banki,125166,1859154
Uttar Pradesh,2019,3,Bareilly,356146,5230735
Uttar Pradesh,2019,3,Sitapur,166391,1924121
Uttar Pradesh,2019,3,Sultanpur,137062,1854511
Uttar Pradesh,2019,3,Agra,530228,8406324
Uttar Pradesh,2019,3,Fatehpur,94067,1090188
Uttar Pradesh,2019,3,Rae Bareli,119176,1501090
Uttar Pradesh,2019,3,Firozabad,161983,2185433
Uttar Pradesh,2019,3,Kheri,180345,2036254
Uttar Pradesh,2019,3,Gorakhpur,434172,6497238
Uttar Pradesh,2019,3,Unnao,125933,1695964
Uttar Pradesh,2019,3,Prayagraj,667277,12165883
Uttar Pradesh,2019,3,Sonbhadra,131881,2139255
Uttar Pradesh,2019,3,Ghazipur,236041,3065015
Uttar Pradesh,2019,3,Farrukhabad,97522,1293796
Uttar Pradesh,2019,3,Kannauj,83346,955283
Uttar Pradesh,2019,3,Azamgarh,261840,3189197
Uttar Pradesh,2019,3,Ayodhya,173259,2331698
Uttar Pradesh,2019,3,Deoria,223155,3210571
Uttar Pradesh,2019,3,Ghaziabad,1088568,24220432
Uttar Pradesh,2019,4,Amethi,119989,1875981
Uttar Pradesh,2019,4,Siddharthnagar,114847,2067454
Uttar Pradesh,2019,4,Auraiya,93568,1473547
Uttar Pradesh,2019,4,Sambhal,91975,1138121
Uttar Pradesh,2019,4,Kanpur Nagar,718251,12118926
Uttar Pradesh,2019,4,Aligarh,341948,5432058
Uttar Pradesh,2019,4,Mahoba,48561,682263
Uttar Pradesh,2019,4,Lucknow,1221681,23929164
Uttar Pradesh,2019,4,Sant Kabeer Nagar,92544,1546025
Uttar Pradesh,2019,4,Hathras,110768,1669269
Uttar Pradesh,2019,4,Budaun,120524,1573864
Uttar Pradesh,2019,4,Moradabad,224285,3295770
Uttar Pradesh,2019,4,Kushinagar,259562,4902506
Uttar Pradesh,2019,4,Baghpat,121201,2054257
Uttar Pradesh,2019,4,Shahjahanpur,148797,1931338
Uttar Pradesh,2019,4,Muzaffarnagar,220338,3035679
Uttar Pradesh,2019,4,Ambedkar Nagar,152821,2397553
Uttar Pradesh,2019,4,Bahraich,102918,1480418
Uttar Pradesh,2019,4,Jalaun,116051,1660032
Uttar Pradesh,2019,4,Rampur,115637,1650786
Uttar Pradesh,2019,4,Ballia,248506,4021687
Uttar Pradesh,2019,4,Shravasti,25490,386148
Uttar Pradesh,2019,4,Kasganj,73208,1007616
Uttar Pradesh,2019,4,Varanasi,706509,14259001
Uttar Pradesh,2019,4,Gautam Buddha Nagar,1537791,49427785
Uttar Pradesh,2019,4,Basti,160858,2738402
Uttar Pradesh,2019,4,Shamli,91706,1340147
Uttar Pradesh,2019,4,Maharajganj,167678,2591252
Uttar Pradesh,2019,4,Etawah,121909,1971673
Uttar Pradesh,2019,4,Etah,100034,1406566
Uttar Pradesh,2019,4,Banda,75355,1065358
Uttar Pradesh,2019,4,Bijnor,215311,2961546
Uttar Pradesh,2019,4,Hardoi,145034,1923457
Uttar Pradesh,2019,4,Balrampur,68993,1097032
Uttar Pradesh,2019,4,Amroha,115341,1652691
Uttar Pradesh,2019,4,Pilibhit,112045,1467544
Uttar Pradesh,2019,4,Mainpuri,117848,1597087
Uttar Pradesh,2019,4,Kanpur Dehat,86285,1397491
Uttar Pradesh,2019,4,Jaunpur,331857,5106619
Uttar Pradesh,2019,4,Kaushambi,57618,828838
Uttar Pradesh,2019,4,Hapur,147702,2681351
Uttar Pradesh,2019,4,Hamirpur,64136,910972
Uttar Pradesh,2019,4,Meerut,455353,7640227
Uttar Pradesh,2019,4,Mathura,306611,5241778
Uttar Pradesh,2019,4,Chitrakoot,43677,667112
Uttar Pradesh,2019,4,Lalitpur,75748,1185717
Uttar Pradesh,2019,4,Mau,148820,2155682
Uttar Pradesh,2019,4,Mirzapur,164373,2442525
Uttar Pradesh,2019,4,Bulandshahr,262361,4318129
Uttar Pradesh,2019,4,Gonda,150012,2511266
Uttar Pradesh,2019,4,Jhansi,252380,4653031
Uttar Pradesh,2019,4,Chandauli,154068,2538230
Uttar Pradesh,2019,4,Bhadohi,116323,1716318
Uttar Pradesh,2019,4,Pratapgarh,182182,2655080
Uttar Pradesh,2019,4,Saharanpur,290730,4961771
Uttar Pradesh,2019,4,Bara Banki,142882,2306594
Uttar Pradesh,2019,4,Bareilly,398897,6261447
Uttar Pradesh,2019,4,Sitapur,194588,2277928
Uttar Pradesh,2019,4,Sultanpur,155081,2485807
Uttar Pradesh,2019,4,Agra,593453,9403661
Uttar Pradesh,2019,4,Fatehpur,107650,1432832
Uttar Pradesh,2019,4,Rae Bareli,134591,1958605
Uttar Pradesh,2019,4,Firozabad,188556,2565909
Uttar Pradesh,2019,4,Kheri,209667,2680169
Uttar Pradesh,2019,4,Gorakhpur,483523,8086315
Uttar Pradesh,2019,4,Unnao,143079,2076900
Uttar Pradesh,2019,4,Prayagraj,738307,14253524
Uttar Pradesh,2019,4,Sonbhadra,146957,2701941
Uttar Pradesh,2019,4,Ghazipur,265215,4090265
Uttar Pradesh,2019,4,Farrukhabad,111564,1622553
Uttar Pradesh,2019,4,Kannauj,96093,1256010
Uttar Pradesh,2019,4,Azamgarh,293685,4025457
Uttar Pradesh,2019,4,Ayodhya,193592,3061016
Uttar Pradesh,2019,4,Deoria,252687,4382125
Uttar Pradesh,2019,4,Ghaziabad,1189357,26697427
Uttar Pradesh,2020,1,Amethi,136952,2245853
Uttar Pradesh,2020,1,Siddharthnagar,132802,2569918
Uttar Pradesh,2020,1,Auraiya,106853,1866472
Uttar Pradesh,2020,1,Sambhal,107252,1601899
Uttar Pradesh,2020,1,Kanpur Nagar,788847,13496514
Uttar Pradesh,2020,1,Aligarh,389467,6865074
Uttar Pradesh,2020,1,Mahoba,54536,816864
Uttar Pradesh,2020,1,Lucknow,1329098,25199798
Uttar Pradesh,2020,1,Sant Kabeer Nagar,106578,1940909
Uttar Pradesh,2020,1,Hathras,127615,2209807
Uttar Pradesh,2020,1,Budaun,141211,2166711
Uttar Pradesh,2020,1,Moradabad,257312,4170631
Uttar Pradesh,2020,1,Kushinagar,294988,5937399
Uttar Pradesh,2020,1,Baghpat,138206,2557446
Uttar Pradesh,2020,1,Shahjahanpur,171075,2516626
Uttar Pradesh,2020,1,Muzaffarnagar,253057,4155457
Uttar Pradesh,2020,1,Ambedkar Nagar,173558,2877264
Uttar Pradesh,2020,1,Bahraich,118691,1816527
Uttar Pradesh,2020,1,Jalaun,130530,2040618
Uttar Pradesh,2020,1,Rampur,133897,2146614
